,Year of review,Month of review,Day of review,Rating,Review Quote,Full Review,Clean Full Review,Total Words Review,Total StopWords
90, 2014,7,10,5,Lovely tapas bar,"We found this lovely little tapas bar just off Placa Reial in the Gothic area, it was really good with a great selection of different types of tapas. It was early evening so only a few customers in ,we went again two days later and we were not able to get in as it was packed so advise is to go early rather than later. Some were queing outside so if you are prepared to wait its well worth it.Show less",found lovely little tapa bar placa reial gothic area really good great selection different type tapa early evening customer went two day later able get packed advise go early rather later queing outside prepared wait well worth itshow le,81,41
91, 2014,7,11,4,Great!,"Superb place to have a fantastic tapas diner. Friendly people, good food and good prices! Maybe you have to wait some time to be seated, but its worth it!",superb place fantastic tapa diner friendly people good food good price maybe wait time seated worth,29,12
92, 2014,7,19,4,Best tapas,"Wonderful atmosphere and fantastic food. Best tapas we had in Barcelona and that is mostly what we ate. The servers are great about explaining all the food since some of the plates are unique (but very good). The location is excellent and the place is generally packed, but I would recommend waiting for a space - so worth it! Good wines too.Show less",wonderful atmosphere fantastic food best tapa barcelona mostly ate server great explaining food since plate unique good location excellent place generally packed would recommend waiting space worth good wine tooshow le,63,29
93, 2014,7,19,4,A Tapas Bar Not To Be Missed,"The Bodega Biarritz is only small (holds 24 people) but don't let this put you off and if you have to queue a while to get in it will be worth the wait.It's got a great atmosphere,all of the food was superb and excellent value for money @ 1-4 euro's per choice,the staff were really friendly and gave excellent service which all added up to a great experience.We ate at several other bars during our stay but still returned here to eat for three out of four nights and the next time we visit Barcelona we will definitely be calling there again.Thanks for the great time and experience and see you next time.Steve,Sue,Dave & AnnShow less",bodega biarritz small hold 24 people dont let put queue get worth waitits got great atmosphereall food superb excellent value money 14 euro per choicethe staff really friendly gave excellent service added great experiencewe ate several bar stay still returned eat three four night next time visit barcelona definitely calling againthanks great time experience see next timestevesuedave annshow le,116,56
94, 2014,7,20,4,Great food!,"Really good food, and wonderful atmosphere. Everything is already ready, so you just have to pick your dishes and eat. (Quality is still excellent) Highly recommended!!!Show less",really good food wonderful atmosphere everything already ready pick dish eat quality still excellent highly recommendedshow le,27,10
95, 2014,7,21,4,Fantastic!,"Best tapas bar that I have been to by far. Amazing food at a very good price, most of the tapas are between 2 to 4 euro's. Mojitos were great and also cheap: 4 euros instead of 8/9 euros like most places in Barcelona. Make sure to get here on time because it is very small but busy, we had to wait 10 minutes but it was well worth it!Show less",best tapa bar far amazing food good price tapa 2 4 euro mojitos great also cheap 4 euro instead 89 euro like place barcelona make sure get time small busy wait 10 minute well worth itshow le,71,34
96, 2014,7,22,4,Can't overstate how good it is...,"I read many good reviews of this restaurant before going but honestly it's so much better than a review could reveal. The food is excellent. For instance, Patatas Bravas, which are generally cheap fried potatoes covered in ketchup and mayonnaise everywhere else, were SO good here. A homemade spicy tomato broth over freshly fried potato pieces and a little drizzle of mayo. The way they're intended to be. EVERY item we had was fresh, hot, well made and incredibly tasty. The sangria is easily the best we had in Barcelona.Then there's the staff. The owners (both seen in pictures here) are incredibly nice and have clearly trained their staff to treat people like they were in their home. They go out of their way to explain how to order, what's in each item, how much you can expect to spend, etc.Honestly easily one of the top two places we visited in Barcelona without a doubt. GO THERE.Show less",read many good review restaurant going honestly much better review could reveal food excellent instance patatas bravas generally cheap fried potato covered ketchup mayonnaise everywhere else good homemade spicy tomato broth freshly fried potato piece little drizzle mayo way theyre intended every item fresh hot well made incredibly tasty sangria easily best barcelonathen there staff owner seen picture incredibly nice clearly trained staff treat people like home go way explain order whats item much expect spend etchonestly easily one top two place visited barcelona without doubt go thereshow le,158,65
97, 2014,7,23,4,A great find!,"We popped into Bodega Biarritz for a drink whilst looking for somewhere to eat. Within a few minutes it was obvious that this place was special so we decided to eat there. We were not disappointed as the food was excellent. There is no set menu just loads of superb tapas laid out along the bar and ready to be warmed up / cooked as you require. The staff were charming, friendly and helpful - a really nice touch was the waiter filling our (white) wine glasses with ice to cool them before giving them to us. Good fun, good food and reasonable prices. A couple of things to note a) the restaurant is quite small so get there early or you may need to queue up and b) they only take cash.Show less",popped bodega biarritz drink whilst looking somewhere eat within minute obvious place special decided eat disappointed food excellent set menu load superb tapa laid along bar ready warmed cooked require staff charming friendly helpful really nice touch waiter filling white wine glass ice cool giving u good fun good food reasonable price couple thing note restaurant quite small get early may need queue b take cashshow le,134,63
98, 2014,7,24,4,Tricky to find but TASTY!,"Decided to have my last meal in Barcelona here based on TA reviews; did not disappoint! Bit tricky to find, even using the ""point me there"" feature of my TA app map but only because of the rabbit warren designed neighborhood off Las Ramblas. It it SMALL, we got the last ""table"" which was a barrel with two chairs, but it was right next to the AC unit which was greatly appreciated as it was 84F at 9pm.It's true, no menu but everything is on display on the bar. There were 4 people working but they have a system, one man, who speaks fluent English seats you & handles drinks & will explain the system (as in no menu, cash only, Tapas are no less than 1.75 but no more than 4 Euro per piece, etc.), the other 2 men clear dishes & produce clean dishes. The woman behind the bar is in charge of the Tapas, she speaks at least 3 languages fluently; she explained ingredients to me in English (even noting I cannot have this it is fish; I told the waiter I'm allergic to shellfish, he passed on the word, impressive, even if slightly incorrect!) When I returned to order a couple more pieces she was explaining the lot to a French family, en Francais, so I ordered my next bit en Francais & the rest of the evening was en Francais; she's also fluent in Spanish. Nothing they had that night had shellfish so we tried an assortment of the traditional Tapas. I believe their definition of tradition is pork & cheese - NOT a problem. The flavors were divine! Just go! They have a little velvet rope they pull across the door frame when they are full & they never answer the phone & don't take reservations; so just go & wait it out. (We waited a whole 4 minutes but in fairness somebody was walking out the door when we arrived, so well timed on our part) I'd say they can seat maybe 20 people at one time. 2 drinks & 10 pieces of Tapas was 42 Euros.I want to add that there was a family of 5 & a family of 4 (2 parents w/children all under the age of 13) all sat at the bar & seemed to enjoy themselves but logistically I had to give average ratings for large groups & business meals because it would just be physically impossible unless you were to rent out the whole place for your party of 20.If I wasn't leaving in the morning I'd go back! Mucho Gracias Bodega Biarritz 1881Show less",decided last meal barcelona based ta review disappoint bit tricky find even using point feature ta app map rabbit warren designed neighborhood la ramblas small got last table barrel two chair right next ac unit greatly appreciated 84f 9pmits true menu everything display bar 4 people working system one man speaks fluent english seat handle drink explain system menu cash tapa le 175 4 euro per piece etc 2 men clear dish produce clean dish woman behind bar charge tapa speaks least 3 language fluently explained ingredient english even noting cannot fish told waiter im allergic shellfish passed word impressive even slightly incorrect returned order couple piece explaining lot french family en francais ordered next bit en francais rest evening en francais shes also fluent spanish nothing night shellfish tried assortment traditional tapa believe definition tradition pork cheese problem flavor divine go little velvet rope pull across door frame full never answer phone dont take reservation go wait waited whole 4 minute fairness somebody walking door arrived well timed part id say seat maybe 20 people one time 2 drink 10 piece tapa 42 eurosi want add family 5 family 4 2 parent wchildren age 13 sat bar seemed enjoy logistically give average rating large group business meal would physically impossible unless rent whole place party 20if wasnt leaving morning id go back mucho gracias bodega biarritz 1881show le,438,194
99, 2014,7,29,4,Great find through Trip Advisor!,"Amazing tasty tapas, all freshly prepared and a great range to choose from! The staff are really friendly and welcoming, would definitely recommend this place.Show less",amazing tasty tapa freshly prepared great range choose staff really friendly welcoming would definitely recommend placeshow le,26,8
100, 2014,7,3,4,"Great food, great service","My partner and I stayed in Barcelona for a week. In a city full of restaurants this was so good we had to go back for more.An excellent and tasty selection of Tapas, served beautifully. The Sangria was spot on and had the necessary effect and the bill was very reasonable.I wish I was in my home town.Show less",partner stayed barcelona week city full restaurant good go back morean excellent tasty selection tapa served beautifully sangria spot necessary effect bill reasonablei wish home townshow le,59,32
101, 2014,7,7,4,Best tapas i had in Barcelona,"The place was very cosy and had a charm to it. The prices were really good, the food was cooked on request and was surely tasty. We had croquetas of several flavours and they were great. Sangria was also good. Looking forward to go there again when I return to Barcelona.Show less",place cosy charm price really good food cooked request surely tasty croquetas several flavour great sangria also good looking forward go return barcelonashow le,52,27
102, 2014,7,8,4,Fantastic tapas,"After wondering the streets of Barcelona, we came across this little gem. Not that from Las Ramblas. We got there around 9pm and there were about 8 options available. The trick is to get there earlier around 7pm with more options across the bar counter. You pick what you want and it's heated up in a large industrial oven. Some items are deep fried. The chef/owner was very friendly and makes one of the best Bombas I've had. All the food was very flavoursome and some tapas had a touch of French flair due to his wife being French. Prices range from €2-€4 per tapas. We had 7 different tapas, 3 Mojitos and pint of Estrella all for €50 including a tip. Will definitely be back again next time we are in Barcelona.Show less",wondering street barcelona came across little gem la ramblas got around 9pm 8 option available trick get earlier around 7pm option across bar counter pick want heated large industrial oven item deep fried chefowner friendly make one best bombas ive food flavoursome tapa touch french flair due wife french price range 24 per tapa 7 different tapa 3 mojitos pint estrella 50 including tip definitely back next time barcelonashow le,134,63
103, 2014,7,8,5,Tasty tapas and good atmosphere,"Although the place was full of people, we waited only a few minutes before we got four seats around the bar. We chose a wide selection of tapas - e.g. different kinds of croquetas, a chorizo sandwich, calamar, albonidgas with spicy tomato sauce, grilled red peppers with cheese and onions. They were all very tasty - although the amount of cheese probably was a little on the high side ;)The atmosphere was relaxed and friendly - and they made a great effort in order to make all guests happy. You should really try this.Show less",although place full people waited minute got four seat around bar chose wide selection tapa eg different kind croquetas chorizo sandwich calamar albonidgas spicy tomato sauce grilled red pepper cheese onion tasty although amount cheese probably little high side atmosphere relaxed friendly made great effort order make guest happy really try thisshow le,95,38
104, 2014,8,1,4,Amazing!,What a place!Found this restaurant after doing lots of research on tripadvisor. And went early thanks to recommendations!And it was so good! Food was freshly made and looked so delicious. All on the bar ready to be eaten :)A lady then helped us by describing the different foods.We could then choose whatever and they would heat it up. Amazing and simple!Just a shame to see a guy (guest) pick up food straight off the platters with fingers and everything. Disgusting!Anyway! So great. So cheap. 1-4€ Per tapa. And €5 mojitos!! And such a good vibe. Staff/owners so kind and helpful.Will definitely return to Barcelona. Just to visit this place one more time ;)Show less,placefound restaurant lot research tripadvisor went early thanks recommendationsand good food freshly made looked delicious bar ready eaten lady helped u describing different foodswe could choose whatever would heat amazing simplejust shame see guy guest pick food straight platter finger everything disgustinganyway great cheap 14 per tapa 5 mojitos good vibe staffowners kind helpfulwill definitely return barcelona visit place one time show le,114,49
105, 2014,8,1,4,A very special little place.,"After reading the reviews of tapas restaurants in Barcelona I knew we were going to eat here. It's not the easiest place to find so we searched it out the night before we wanted to eat. As mentioned previously, it's a very small bar and when it's full they put a lovely rope across the entrance. Don't be put off, you won't wait long. Just order a drink and wait. We sat at the bar and the tapas selection is all along the bar. When you are ready to order, the hostess will explain in English,French or Spanish what each tapas is. They are very cheap so have fun and order lots!! Then it gets prepared and given back to you. I can't remember all that we had except to say we loved it!! It really is a great place for tapas and the sangria is pretty decent too. Highly recommend.Show less",reading review tapa restaurant barcelona knew going eat easiest place find searched night wanted eat mentioned previously small bar full put lovely rope across entrance dont put wont wait long order drink wait sat bar tapa selection along bar ready order hostess explain englishfrench spanish tapa cheap fun order lot get prepared given back cant remember except say loved really great place tapa sangria pretty decent highly recommendshow le,152,79
106, 2014,8,1,4,Excellent tapas and friendly staff,"We dropped in as they were nearing closing time, so they did not have as many tapas to choose from as they normally had. Despite this, everything we tried was excellent. The owner (I assume) was a little disappointed to only be able to offer us this limited selection but we were very happy.Show less",dropped nearing closing time many tapa choose normally despite everything tried excellent owner assume little disappointed able offer u limited selection happyshow le,55,29
107, 2014,8,1,5,Great Experience & Food,"Great food, prices and friendly service.Just FYI it is a tiny little place. There is no menu, the dishes range between 1.50-4 euros a piece. They seat you and you must go along the bar and let the 'waitress' plate the items you would like to be warmed up. Once an item is off the bar, it is gone! There isn't a kitchen that will cook more of your favorite item, so grab it while you can!This was one of the better experiences we had in Barcelona! The service also made us feel welcomed to the city.Show less",great food price friendly servicejust fyi tiny little place menu dish range 1504 euro piece seat must go along bar let waitress plate item would like warmed item bar gone isnt kitchen cook favorite item grab canthis one better experience barcelona service also made u feel welcomed cityshow le,98,49
108, 2014,8,10,4,Brilliant little Gem of a place,This is a beautiful little Gem that you could just walk past without a second thought but it is amazing food. Service is brilliant and really good value for money. If you can get it - then do it. Its worth the wait :),beautiful little gem could walk past without second thought amazing food service brilliant really good value money get worth wait,44,21
109, 2014,8,14,4,Amazing Traditional Tapas!,"Finally got to return to this little gem for dinner. 8 years later it is still fantastic!Real nice selection of Authentic Tapas. Very reasonably priced, especially for the area. (I got 6 Tapas and a jug of Sangria for 28euros)Gets very busy so expect a little wait if you go after 7 as you can't make reservations. Worth the wait though...! :)Show less",finally got return little gem dinner 8 year later still fantasticreal nice selection authentic tapa reasonably priced especially area got 6 tapa jug sangria 28eurosgets busy expect little wait go 7 cant make reservation worth wait though show le,63,23
110, 2014,8,15,5,"Great tapas, very tasty food!","We came across this restaurant on our last night in Barcelona. We had to wait but didn't mind as they serve you drinks in the line. It was hard to choose from the large selection of tapas! We ended up trying most of them and were very impressed with the flavours in the food. The restaurant is tight for space, with not much room to move but the food made up for the lack of space. Very reasonably priced and friendly staff.Show less",came across restaurant last night barcelona wait didnt mind serve drink line hard choose large selection tapa ended trying impressed flavour food restaurant tight space much room move food made lack space reasonably priced friendly staffshow le,83,47
111, 2014,8,16,5,Too much expectations,"This place has very high rate on tripadvisor, however this place is very small and looks like a cafe near a train station. Tapas were very heavy, similar to Russian pirozhki. Be careful, they may cause a heart attack. :)",place high rate tripadvisor however place small look like cafe near train station tapa heavy similar russian pirozhki careful may cause heart attack,40,16
112, 2014,8,18,4,Great little place!,We arrived after 9pm and waited about 35/40 minutes for a table and we were very glad we did. Everything was excellent value and the tapas was the best we had over our trip. The staff were really friendly and the place had a nice lively atmosphere. Highly recommended!Show less,arrived 9pm waited 3540 minute table glad everything excellent value tapa best trip staff really friendly place nice lively atmosphere highly recommendedshow le,50,26
113, 2014,8,18,5,Great Tapas,"Ate here last night thanks to the rave reviews on trip advisor, otherwise would have missed out on this hidden gem! Amazing food, staff and sangria and lots of veggie options too!! Will definitely be back! Worth the wait!",ate last night thanks rave review trip advisor otherwise would missed hidden gem amazing food staff sangria lot veggie option definitely back worth wait,39,14
114, 2014,8,19,4,Awesome,This little place is great! It was our first introduction to tapas and will be hard to top. The server was lovely and patiently explained the ordering process and types of tapas to everyone who arrived. The food was delicious!!! Get there early and enjoy!!!,little place great first introduction tapa hard top server lovely patiently explained ordering process type tapa everyone arrived food delicious get early enjoy,45,22
115, 2014,8,20,5,Incomprehensibly overrated,"Due to so many voices praising this place, we spent an hour waiting in line a table. Once inside, the staff was very friendly and nice, they were really great. But the food?! Pies, potato dishes, bread dishes... since I don't eat any of that, I had to make do with some chicken skewers. I had really expected there to be great tapas, based on real food and not flour and potatoes. Went away hungry, but with an address to a tapa place recommended by the staff!Show less",due many voice praising place spent hour waiting line table inside staff friendly nice really great food pie potato dish bread dish since dont eat make chicken skewer really expected great tapa based real food flour potato went away hungry address tapa place recommended staffshow le,88,42
116, 2014,8,23,4,Excellent Tapas,"Ignore the 'incomprehensibly overrated ' she obviously hasn't got a clue what she's talking about I didn't see any pies......get thee sen down Sheffield United football ball club in England if you want to see some pies!! :) potatoes, yes potatoes bravos and other dishes with potatoes in, bread?? Didn't see any bread dishes.... However, ' incomprehensibly overrated' , if it helps you feel any better, we love Abba in Yorkshire :)Seriously though the food was excellent the staff were very attentive and friendly. Excellent value for money, 38 euros for 2 including a Jug of very nice sangria!You won't find a better tapas meal in Barcelona, very small place approx 20 covers so get there before 6.30pm if you don't want to queue.Show less",ignore incomprehensibly overrated obviously hasnt got clue shes talking didnt see piesget thee sen sheffield united football ball club england want see pie potato yes potato bravo dish potato bread didnt see bread dish however incomprehensibly overrated help feel better love abba yorkshire seriously though food excellent staff attentive friendly excellent value money 38 euro 2 including jug nice sangriayou wont find better tapa meal barcelona small place approx 20 cover get 630pm dont want queueshow le,125,49
117, 2014,8,24,5,It is ok,"We discovered it walking around, we saw a line and we decided to stay. The sangria and mojitos were good and the food was ok. Overall a nice experience.",discovered walking around saw line decided stay sangria mojitos good food ok overall nice experience,29,14
118, 2014,8,27,4,Excellent Tapas,"Head excellent meal,superb range,very nice Sangria,friendly staff, not a fault could be found will be back",head excellent mealsuperb rangevery nice sangriafriendly staff fault could found back,16,5
119, 2014,8,27,4,By far the best tapas in Barcelona! Spain! The world!?,"This place is amazing, the tapas is so delicious & the atmosphere is great! We queued for about 50 minutes & very nearly gave up at one point but I am so glad we didn't! By far the best tapas I have had in a high number of high class restaurants! I was put off slightly with all the dishes being on top of the bar but they were so amazingly fresh & served so hot! We had 4 drinks each (3 sangrias, 3 mojitos & 2 beers) and far far too much food (we couldn't help ourselves as it all looked delicious!) and we paid 52 euros! Crazily good value for money, I'd of happily paid double! All the tapas we had was mouth wateringly good but I'd defo say try the cod & mushroom croquettes, spicy pork skewers, ricotta & spinach full pastries, the chorizo & cheese sandwich & tomato bread! Go & enjoy! You will not be disappointed!Show less",place amazing tapa delicious atmosphere great queued 50 minute nearly gave one point glad didnt far best tapa high number high class restaurant put slightly dish top bar amazingly fresh served hot 4 drink 3 sangria 3 mojitos 2 beer far far much food couldnt help looked delicious paid 52 euro crazily good value money id happily paid double tapa mouth wateringly good id defo say try cod mushroom croquette spicy pork skewer ricotta spinach full pastry chorizo cheese sandwich tomato bread go enjoy disappointedshow le,162,67
120, 2014,8,3,4,Just fantastic,"As lots of people have already said, this is an outstanding little tapas bar just hidden around the corner from the lively Placa Reial. The food is all home cooked and the people running it are efficient at making sure everyone is served whilst also being very friendly. It is a small place but this should not put anyone off - the best tapas bar in Barcelona by far!Show less",lot people already said outstanding little tapa bar hidden around corner lively placa reial food home cooked people running efficient making sure everyone served whilst also friendly small place put anyone best tapa bar barcelona farshow le,70,32
121, 2014,8,3,4,Great tapas in Barcelona,"Great little restaurant if you can find it.Good selection of wine and tapas, this place is a must if you want to experience a San Sabastien type pinchos restaurant in Barcelona.I recommend this Tapas bar very highly.Show less",great little restaurant find itgood selection wine tapa place must want experience san sabastien type pinchos restaurant barcelonai recommend tapa bar highlyshow le,38,15
122, 2014,8,5,4,Traditional tapas without all the fuzz,"Small store with a good selection of pick & choose tapas. Very down to earth and super welcoming staff. There's something for everyone, even choosy eaters.Show less",small store good selection pick choose tapa earth super welcoming staff there something everyone even choosy eatersshow le,27,8
123, 2014,8,5,4,Excellent tapas in a wonderful environment,"Charming, small and intimate tapas bar in the centre of Barcelona. Both the food and drink was very tasty and reasonable. Would I go again?? Definitely.Show less",charming small intimate tapa bar centre barcelona food drink tasty reasonable would go definitelyshow le,27,11
124, 2014,8,5,5,"As good as any, better than most!","Other reviews persuaded me to visit Bodega Biarritz and I am glad that I did.Just go to Placa Reial and you will find it on C/Vidre at the southern end. This is a very, very good tapas bar that certainly looks the part both inside and also as you pass it on the street. The staff are polite, welcoming, and it is clear that this is a team effort to show the best of Bodega Biarritz so that visitors really enjoy the tapas experience and the accompanying drinks. As already stated a warm welcome is on hand and also friendly guidance about how to go about ordering. The range of well presented food is most impressive and very fairly priced. My wife and I had a great time during our visit and, for us, this was right up there with the best tapas places in Barcelona. You really should give it a try.Show less",review persuaded visit bodega biarritz glad didjust go placa reial find cvidre southern end good tapa bar certainly look part inside also pas street staff polite welcoming clear team effort show best bodega biarritz visitor really enjoy tapa experience accompanying drink already stated warm welcome hand also friendly guidance go ordering range well presented food impressive fairly priced wife great time visit u right best tapa place barcelona really give tryshow le,154,80
125, 2014,8,8,4,Possibly the best Tapas bar in Barcelona.,"Great selection of tasty, quality, authentic tapas in a delightful little bar off La Rambla. Friendly helpful staff. Cheap wine, delicious mojitos! You will find it difficult to match this gem for value and enjoyment. You may have to wait for a seat but it's worth it.Show less",great selection tasty quality authentic tapa delightful little bar la rambla friendly helpful staff cheap wine delicious mojitos find difficult match gem value enjoyment may wait seat worth itshow le,48,18
126, 2014,8,9,5,You see what you choose!,"Very small but nice place to eat tapas in Barcelona. All food is displayed on a bar and divided into traditional, vegetarian and meat sections. You chose whatever you like and the staff prepares everything for you. Prices are quite reasonable (from 1.50 to 4 Euros per Tapa) considering that the Bodega Biarritz is located in a very touristic area. If you do not speak Spanish language, do not worry, the Bodega staff will explain you all the available dishes in English. Be aware that due to its small size you might have to wait outside for a place to seat when it is busy.Show less",small nice place eat tapa barcelona food displayed bar divided traditional vegetarian meat section chose whatever like staff prepares everything price quite reasonable 150 4 euro per tapa considering bodega biarritz located touristic area speak spanish language worry bodega staff explain available dish english aware due small size might wait outside place seat busyshow le,106,49
127, 2014,9,1,4,"Great Tapas, Friendly Service, bring cash!!","As many have already mentioned the place is small ... It opens at 5:00 ( closed on Tuesday) so get there early or you will wait in line to get in. The place holds no more then 15 to 18 people. We sat at the bar where all the tapas is placed for selection. The owner helped us make our selection and was so friendly and helpful. We did not realize that they only take cash ... It was posted in the bar and they tell you that right away in case you need to run and get money. My husband ordered a bottle of wine, and we selected out tapas. Once selected they put on a plate, then heat the food. We sat at the bar and enjoyed our food and wine. The atmosphere was fantastic. The couple next to us could not have been nicer, and the owners are full of energy and engaging. We ended up ordering a few more times... And left very satisfied. All total bill was only 55 euro and that included a bottle of wine!!! When we left there was a long line to get in. Go there when you are in Barcelona and have a great time!!!Show less",many already mentioned place small open 500 closed tuesday get early wait line get place hold 15 18 people sat bar tapa placed selection owner helped u make selection friendly helpful realize take cash posted bar tell right away case need run get money husband ordered bottle wine selected tapa selected put plate heat food sat bar enjoyed food wine atmosphere fantastic couple next u could nicer owner full energy engaging ended ordering time left satisfied total bill 55 euro included bottle wine left long line get go barcelona great timeshow le,206,109
128, 2014,9,1,4,Barcelona Experience,"This place is exactly how I imagined a Tapas bar in Barcelona to be. Food was excellent, very warm welcome from the staff and the best mojito you could wish for. Worth the wait for a table and so reasonable.",place exactly imagined tapa bar barcelona food excellent warm welcome staff best mojito could wish worth wait table reasonable,40,19
129, 2014,9,10,4,Proper Tapas,"Truly fantastic tapas in an authentic setting; the fact that not all of the staff spoke English proved that it was genuinely Spanish. It also catered well for vegetarians, which is quite unusual in central Barcelona (or Spain as a whole!); there was a very wide variety of 'dishes,' and they were all lovely. Rather than choosing your food from a picture in a menu, it is actually laid out in front of you and then warmed in the oven so it's piping hot. The minimum cost for a dish is €1.50 and maximum is €4, so it's great value to boot. We had between 3-5 dishes each depending on how hungry we were, and never paid more than €25 including a glass of Cava or sangria.It was so nice and such a fun experience that we went there twice during our 4-night stay!Show less",truly fantastic tapa authentic setting fact staff spoke english proved genuinely spanish also catered well vegetarian quite unusual central barcelona spain whole wide variety dish lovely rather choosing food picture menu actually laid front warmed oven piping hot minimum cost dish 150 maximum 4 great value boot 35 dish depending hungry never paid 25 including glass cava sangriait nice fun experience went twice 4night stayshow le,145,77
130, 2014,9,10,5,Great tapas,"Having tried different tapas places in Barcelona, I highly recommend this one. There are plenty of tapas to choose from and a great atmosphere..the tapas are almost all very tasty. (I was just disappointed with the papas bravas which were pretty blend and the prices are a bit high for the quantity.)Show less",tried different tapa place barcelona highly recommend one plenty tapa choose great atmospherethe tapa almost tasty disappointed papa bravas pretty blend price bit high quantityshow le,53,26
131, 2014,9,11,5,Great Service,"Went here due to location and the reviews on here. The food was great but it was on the pricey side. Small place and a group of 3 or more, you will need to sit at the bar.",went due location review food great pricey side small place group 3 need sit bar,38,21
132, 2014,9,12,4,"really great experience, yummy tapas","One of our greatest finds in Barcelona, really friendly with great tapas and lovely wine.We liked it so much we went back twice.Great value for money, brilliant service the chorizo and calamari were the things of dreams but it was all so tasty",one greatest find barcelona really friendly great tapa lovely winewe liked much went back twicegreat value money brilliant service chorizo calamari thing dream tasty,43,19
133, 2014,9,13,4,Excellent Tapas,True to other reviews this was an excellent experience. The restaurant is small with only a few table s seating at most 2 people against the wall. Most use the bar to eat from and make their tapas selection. The variety of tapas was one of the best I have seen and everything was perfectly cooked. Service was faultless. You cannot book and if you want to avoid queues then it is important to arrive fairly early ie before 7pm.The only possible criticism would be that the flavours of tapas were perhaps slightly bland relative to some of the best I have had. Nevertheless there were plenty of original combinations not found in the more ordinary restaurants in the town. Certainly worth a visitShow less,true review excellent experience restaurant small table seating 2 people wall use bar eat make tapa selection variety tapa one best seen everything perfectly cooked service faultless cannot book want avoid queue important arrive fairly early ie 7pmthe possible criticism would flavour tapa perhaps slightly bland relative best nevertheless plenty original combination found ordinary restaurant town certainly worth visitshow le,125,64
134, 2014,9,20,4,Absolutely enchanting!,"It's tiny. It's busy. It's crowded. But gosh, the food is fabulous! It's not your typical cosy place: you don't linger at your table sipping on your bubbly. It's a real tapas bar: you order your drink, you choose the tapas you want, you talk to people around and tell them what you ordered and how-they-must-try-that-one-because-it's-awesome (everyone is in a great mood both the times we went), you eat your tapas and off you go! People are waiting outside to have the chance to try it, too, and so must you! The waitress speaks perfectly French and all the staff was absolutely charming. They have a wide variety of tapas (go before 10 pm though, because after that they stop making new ones), and quite frankly all the ones we had were delicious. The second time we went, the tapas were pretty much all different than the first time so I couldn't tell you what to try and what not to try but they were all great. Gotta try it!Show less",tiny busy crowded gosh food fabulous typical cosy place dont linger table sipping bubbly real tapa bar order drink choose tapa want talk people around tell ordered howtheymusttrythatonebecauseitsawesome everyone great mood time went eat tapa go people waiting outside chance try must waitress speaks perfectly french staff absolutely charming wide variety tapa go 10 pm though stop making new one quite frankly one delicious second time went tapa pretty much different first time couldnt tell try try great gotta try itshow le,171,88
135, 2014,9,27,5,nice and not more,place atmosphere is nice. the food is fine. we were a bit dissapointed because we expected fresh food but the food was rrady made and just warmed for us. the drinks - caparinya and sangaria were dissapointing.,place atmosphere nice food fine bit dissapointed expected fresh food food rrady made warmed u drink caparinya sangaria dissapointing,37,17
136, 2014,9,29,5,Tapas experience,"We were a wee bit daunted by trying a proper tapas bar (me especially being a vegetarian) but this place was lovely. Initially we went in for a drink, not intending to eat. But we kept looking at all the food on display and drooling, so we came back later that evening to eat.One of the staff was very helpful in leading me through all the dishes explaining what was vegetarian and what they were.My husband is less fussy. We were both spoiled for choice.It is a very small narrow bodega, and there is some interaction with other customers. But I felt this just added to the overall experience.Show less",wee bit daunted trying proper tapa bar especially vegetarian place lovely initially went drink intending eat kept looking food display drooling came back later evening eatone staff helpful leading dish explaining vegetarian weremy husband le fussy spoiled choiceit small narrow bodega interaction customer felt added overall experienceshow le,110,61
137, 2014,9,5,4,MUST GO!!,"GREAT small tapas place ... It opens at 5:00 ( closed on Tuesday) so get there early or you will wait in line to get in. have plenty selection of tapas, really taste tapas by the way. really worth the money we spent. Must go there when you are in Barcelona with you wanna have good, taste and excellent quality tapas.!!!Show less",great small tapa place open 500 closed tuesday get early wait line get plenty selection tapa really taste tapa way really worth money spent must go barcelona wanna good taste excellent quality tapasshow le,62,25
138, 2014,9,6,4,A must do while in barca,"This is a must do if looking for great tapas with an excellent local feel. The tapas here is great and very well priced, ranging from €1.50-4.50. Staff are very friendly and welcoming. Also a very good atmosphere. This place is leaps and bounds above other tapas places we ate at or saw.Show less",must looking great tapa excellent local feel tapa great well priced ranging 150450 staff friendly welcoming also good atmosphere place leap bound tapa place ate sawshow le,54,27
139, 2014,9,9,5,Great place for tapas,"This is what I think of when I think of a tapas joint. Stand at the bar and point to what you want.. A few minutes later it's at your table after they warm it up for you. They usually have a dozen or more to choose from, ranging from simple breaded and fried croquettes to more elaborate quiche-like creations. The price is reasonable but can still add up depending on what you get. Staff very friendly. The negative for me was the limited selection of 'authentic' tapas. Also several of the choices were just minor variations on the same theme.. i.e. meatballs, chicken, or pork skewers all with the same sauce. But overall I really enjoyed it even with these minor issues.Show less",think think tapa joint stand bar point want minute later table warm usually dozen choose ranging simple breaded fried croquette elaborate quichelike creation price reasonable still add depending get staff friendly negative limited selection authentic tapa also several choice minor variation theme ie meatball chicken pork skewer sauce overall really enjoyed even minor issuesshow le,124,67
